1,1,1.2898666666666666E-4,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3789,2,0.30646152833333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3790,1,0.30647263166666666,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3790,2,0.3065703716666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3791,1,0.306580525,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3791,2,0.30667749499999997,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3792,1,0.3066866283333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3792,2,0.3067614966666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3793,1,0.3067721916666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3793,2,0.3068417133333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3794,1,0.30685258499999996,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3794,2,0.3069289283333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3795,1,0.30694007833333337,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3795,2,0.3070419066666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3796,1,0.3070520133333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3796,2,0.30712148,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3797,1,0.30713347,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3797,2,0.3071973233333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3798,1,0.3072068333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3798,2,0.30730559,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3799,1,0.3073165566666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3799,2,0.3073880883333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3800,1,0.307398355,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3800,2,0.30749508,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3801,1,0.30750803,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3801,2,0.30758025,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3802,1,0.30759123,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3802,2,0.307667535,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3803,1,0.30768002333333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3803,2,0.3077533966666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3804,1,0.30776806166666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3804,2,0.30786488333333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3805,1,0.30788288166666666,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3805,2,0.3079813616666666,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3806,1,0.3080042,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3806,2,0.308100465,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3807,1,0.3081272233333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3807,2,0.308208365,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3808,1,0.308220715,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3808,2,0.308305095,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3809,1,0.308332955,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3809,2,0.3084100716666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3810,1,0.30842544,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3810,2,0.3084993733333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3811,1,0.3085104183333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3811,2,0.3085994583333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3812,1,0.308613885,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3812,2,0.30868822333333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3813,1,0.3087001683333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3813,2,0.3087631283333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3814,1,0.30877355666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3814,2,0.30884746333333335,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3815,1,0.30885967166666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3815,2,0.3089296733333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3816,1,0.308941115,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3816,2,0.30901244666666666,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3817,1,0.30902276166666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3817,2,0.3090870366666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3818,1,0.30909754333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3818,2,0.30922508833333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3819,1,0.30923501166666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3819,2,0.309311285,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3820,1,0.30932259666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3820,2,0.30939525833333337,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3821,1,0.3094070783333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3821,2,0.3094754216666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3822,1,0.30948695333333337,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3822,2,0.3095611933333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3823,1,0.30957978666666663,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3823,2,0.30965824833333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3824,1,0.30967055,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3824,2,0.30975207666666665,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3825,1,0.309763305,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3825,2,0.30984350666666666,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3826,1,0.30985559333333335,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3826,2,0.30991931,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3827,1,0.3099306316666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3827,2,0.3100121,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3828,1,0.31002468833333335,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3828,2,0.31008827833333336,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3829,1,0.3100988983333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3829,2,0.31016335500000003,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3830,1,0.31017448999999997,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3830,2,0.31024590500000004,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3831,1,0.31025956000000005,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3831,2,0.3103223566666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3832,1,0.31033458666666663,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3832,2,0.31039879833333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3833,1,0.3104084833333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3833,2,0.31047387,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3834,1,0.31048987833333336,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3834,2,0.31059682166666663,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3835,1,0.31060950833333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3835,2,0.3106749616666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3836,1,0.31068574666666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3836,2,0.31074976833333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3837,1,0.31076186666666666,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3837,2,0.310856505,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3838,1,0.31088651666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3838,2,0.31096313166666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3839,1,0.3109758133333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3839,2,0.3110511216666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3840,1,0.31106802166666664,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3840,2,0.31115089,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3841,1,0.31116528833333335,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3841,2,0.3112555616666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3842,1,0.31126850666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3842,2,0.31135644166666665,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3843,1,0.311378425,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3843,2,0.3114716666666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3844,1,0.31148445666666663,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3844,2,0.3115642083333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3845,1,0.31157768666666663,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3845,2,0.31164323666666666,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3846,1,0.31165319,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3846,2,0.3117225766666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3847,1,0.31173151833333335,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3847,2,0.3117992866666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3848,1,0.311809575,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3848,2,0.31187668333333335,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3849,1,0.3118877133333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3849,2,0.311991515,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3850,1,0.31200205833333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3850,2,0.31207822333333335,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3851,1,0.31208937333333336,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3851,2,0.312157505,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3852,1,0.31216865,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3852,2,0.31224468666666666,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3853,1,0.31225550500000004,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3853,2,0.3123291383333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3854,1,0.31233982666666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3854,2,0.312408645,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3855,1,0.31241905666666664,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3855,2,0.312599305,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3856,1,0.3126715766666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3856,2,0.31274278333333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3857,1,0.3127550466666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3857,2,0.3128406083333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3858,1,0.3128525283333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3858,2,0.31292524,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3859,1,0.3129387533333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3859,2,0.31302010666666663,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3860,1,0.3130363016666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3860,2,0.31313322,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3861,1,0.31315143833333337,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3861,2,0.31323898833333336,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3862,1,0.31325159333333336,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3862,2,0.31333199333333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3863,1,0.31334384666666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3863,2,0.3134199133333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3864,1,0.313434755,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3864,2,0.31350196666666663,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3865,1,0.3135138,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3865,2,0.313605615,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3866,1,0.313617305,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3866,2,0.3137113916666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3867,1,0.31372205333333336,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3867,2,0.3137976533333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3868,1,0.31380785,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3868,2,0.31388356,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3869,1,0.31389551,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3869,2,0.31397029666666665,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3870,1,0.313980775,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3870,2,0.31405239833333337,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3871,1,0.31406378833333337,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3871,2,0.3141314866666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3872,1,0.31414293833333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3872,2,0.3142110583333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3873,1,0.3142215016666666,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3873,2,0.31430413333333335,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3874,1,0.3143144333333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3874,2,0.31438168833333335,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3875,1,0.3143951,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3875,2,0.31447689,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3876,1,0.314488,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3876,2,0.31456206666666664,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3877,1,0.3145728383333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3877,2,0.3146626683333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3878,1,0.314679745,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3878,2,0.31476159,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3879,1,0.31477428,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3879,2,0.3148702366666667,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3880,1,0.31491977666666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3880,2,0.31502728333333335,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3881,1,0.31503797833333336,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3881,2,0.3151079133333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3882,1,0.3151200433333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3882,2,0.315186745,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3883,1,0.31519775666666666,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3883,2,0.31526661,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3884,1,0.3152762233333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3884,2,0.31535681666666665,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3885,1,0.31536762166666665,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3885,2,0.3154340333333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3886,1,0.3154427566666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3886,2,0.3155161533333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3887,1,0.3155322333333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3887,2,0.31562888666666666,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3888,1,0.3156397516666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3888,2,0.315715525,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3889,1,0.3157266266666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3889,2,0.3158088083333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3890,1,0.31583089999999997,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3890,2,0.31590971333333334,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3891,1,0.3159224366666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3891,2,0.31602255833333337,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3892,1,0.316033785,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3892,2,0.31611998999999996,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3893,1,0.3161293083333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3893,2,0.31620741999999996,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3894,1,0.31622124,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3894,2,0.3162913783333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3895,1,0.3163067683333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3895,2,0.31638826666666664,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3896,1,0.3163992666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3896,2,0.31647435500000004,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3897,1,0.31648627833333337,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3897,2,0.3165890333333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3898,1,0.3165989716666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3898,2,0.3166778283333333,AgentSmith@5,(Offer  bid:Bid[price: 1200, HardDisk: 256GB, Monitor: 15])
3899,1,0.3166891783333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
