1,1,2.8498166666666666E-4,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4245,2,0.36827278999999996,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4246,1,0.36831672,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4246,2,0.36833611833333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4247,1,0.3683723816666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4247,2,0.36839222,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4248,1,0.36843847166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4248,2,0.36846343833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4249,1,0.3684976416666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4249,2,0.36851767,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4250,1,0.36856346166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4250,2,0.36861611333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4251,1,0.36867358333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4251,2,0.36870399833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4252,1,0.3687454266666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4252,2,0.3687652616666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4253,1,0.3688017433333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4253,2,0.36882747499999996,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4254,1,0.36886715833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4254,2,0.368892495,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4255,1,0.3689503766666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4255,2,0.3689809216666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4256,1,0.369036285,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4256,2,0.369074095,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4257,1,0.36914099333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4257,2,0.3691705566666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4258,1,0.3692232316666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4258,2,0.36926139,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4259,1,0.369316115,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4259,2,0.36934113333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4260,1,0.36939474666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4260,2,0.36942569999999997,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4261,1,0.36949607,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4261,2,0.3695232733333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4262,1,0.36958321499999996,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4262,2,0.36961928,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4263,1,0.36968875166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4263,2,0.369715515,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4264,1,0.36986738333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4264,2,0.369893865,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4265,1,0.36994164333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4265,2,0.36996648000000004,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4266,1,0.37001492666666663,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4266,2,0.3700358866666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4267,1,0.3700687266666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4267,2,0.37009149333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4268,1,0.37013274333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4268,2,0.37015420666666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4269,1,0.3701856316666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4269,2,0.37020380833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4270,1,0.3702538216666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4270,2,0.37027189,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4271,1,0.37030651333333336,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4271,2,0.37032561333333336,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4272,1,0.37035981,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4272,2,0.3703795483333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4273,1,0.37042233,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4273,2,0.3704500383333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4274,1,0.37048871,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4274,2,0.37051309833333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4275,1,0.37058047,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4275,2,0.37060299166666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4276,1,0.370641165,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4276,2,0.37066396333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4277,1,0.37070834666666663,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4277,2,0.37073055,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4278,1,0.3707732866666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4278,2,0.37079314166666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4279,1,0.370825375,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4279,2,0.37084232666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4280,1,0.37088515166666663,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4280,2,0.37090384833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4281,1,0.37094998500000004,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4281,2,0.370970335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4282,1,0.37100000833333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4282,2,0.37101782166666664,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4283,1,0.371056255,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4283,2,0.3710777866666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4284,1,0.37111105333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4284,2,0.3711372666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4285,1,0.37117246000000004,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4285,2,0.371194055,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4286,1,0.37124419999999997,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4286,2,0.37126635500000005,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4287,1,0.37130324,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4287,2,0.37132322,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4288,1,0.37136140999999995,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4288,2,0.37138019,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4289,1,0.37152614,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4289,2,0.37154453833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4290,1,0.37158199000000003,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4290,2,0.37159975500000003,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4291,1,0.3716393833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4291,2,0.37165890333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4292,1,0.3716939966666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4292,2,0.3717115933333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4293,1,0.37174439333333337,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4293,2,0.3717700816666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4294,1,0.371804365,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4294,2,0.3718248066666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4295,1,0.37186423500000004,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4295,2,0.37188491166666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4296,1,0.3719292316666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4296,2,0.37194995833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4297,1,0.37199062,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4297,2,0.3720078233333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4298,1,0.372057195,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4298,2,0.37207683166666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4299,1,0.3721072733333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4299,2,0.3721258666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4300,1,0.3721625,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4300,2,0.37218358333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4301,1,0.37223200833333336,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4301,2,0.3722561933333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4302,1,0.37228972666666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4302,2,0.3723205216666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4303,1,0.3723720816666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4303,2,0.37239762333333337,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4304,1,0.37244328,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4304,2,0.37247000333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4305,1,0.37252198666666664,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4305,2,0.3725539133333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4306,1,0.37262193666666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4306,2,0.3726517,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4307,1,0.37269774000000006,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4307,2,0.37271756333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4308,1,0.37276502,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4308,2,0.37278723333333336,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4309,1,0.3728351433333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4309,2,0.37286703666666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4310,1,0.3729161833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4310,2,0.37293503666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4311,1,0.3729733366666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4311,2,0.37299393333333336,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4312,1,0.37303111499999997,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4312,2,0.37305076666666664,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4313,1,0.37309357833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4313,2,0.3731143633333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4314,1,0.37327892833333337,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4314,2,0.37330064,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4315,1,0.373340925,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4315,2,0.37336227666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4316,1,0.3733942516666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4316,2,0.3734150783333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4317,1,0.37345670166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4317,2,0.373479805,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4318,1,0.37352021333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4318,2,0.37353964833333336,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4319,1,0.373590385,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4319,2,0.373627495,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4320,1,0.3736728233333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4320,2,0.373705535,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4321,1,0.37375120333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4321,2,0.3737705383333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4322,1,0.37379885166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4322,2,0.3738130866666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4323,1,0.37386251000000004,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4323,2,0.37388398333333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4324,1,0.3739198483333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4324,2,0.37394461999999995,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4325,1,0.3739836816666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4325,2,0.3740086066666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4326,1,0.3740479166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4326,2,0.37406749,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4327,1,0.37409989833333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4327,2,0.37411778833333337,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4328,1,0.37415869166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4328,2,0.37417786833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4329,1,0.3742111533333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4329,2,0.37422914999999995,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4330,1,0.37427737833333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4330,2,0.37429829166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4331,1,0.374332755,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4331,2,0.3743516983333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4332,1,0.37440173,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4332,2,0.37442081666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4333,1,0.37448148333333336,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4333,2,0.37450298,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4334,1,0.3745426183333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4334,2,0.37456454,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4335,1,0.3745999433333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4335,2,0.37462519833333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4336,1,0.37468698,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4336,2,0.37473052333333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4337,1,0.37477125,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4337,2,0.37479435,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4338,1,0.3748423433333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4338,2,0.37491453166666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4339,1,0.37499670333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4339,2,0.3750158966666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4340,1,0.37505496,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4340,2,0.37507461833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4341,1,0.37512577,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4341,2,0.3751435566666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4342,1,0.3751793016666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4342,2,0.375197765,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4343,1,0.3752349166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4343,2,0.375253835,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4344,1,0.3753139583333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4344,2,0.37533176500000004,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4345,1,0.3753735383333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4345,2,0.375401335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4346,1,0.3754471466666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4346,2,0.3754664483333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4347,1,0.37551018500000005,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4347,2,0.37553474666666664,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4348,1,0.375592215,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4348,2,0.37563976666666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4349,1,0.375691045,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4349,2,0.37571317833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4350,1,0.3757631333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4350,2,0.3757886816666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4351,1,0.3758323816666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4351,2,0.3758573966666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4352,1,0.375912845,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4352,2,0.375943555,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4353,1,0.375982395,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4353,2,0.37600395833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4354,1,0.37605578333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4354,2,0.37607461833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4355,1,0.37612212333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4355,2,0.376143625,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4356,1,0.3761975633333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4356,2,0.37622447000000003,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4357,1,0.37626380666666664,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4357,2,0.37628392,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4358,1,0.37632441333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4358,2,0.376345855,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4359,1,0.3763851283333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4359,2,0.37640509166666664,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4360,1,0.376451485,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4360,2,0.37647924666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4361,1,0.3765298816666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4361,2,0.3765657966666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4362,1,0.37661137666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
4362,2,0.37662979,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
